jurisdiction,year,population,murder,rape,robbery,agg_assault,b_e,larceny_theft,m_v_theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people,percent_change,violent_crime_percent_change,property_crime_percent_change,overall_percent_change_per_100_000_people,violent_crime_rate_percent_change_per_100_000_people,property_crime_rate_percent_change_per_100_000_people,murder_rate_percent_change_per_100_000_people,rape_rate_percent_change_per_100_000_people,robbery_rate_percent_change_per_100_000_people,agg_assault_rate_percent_change_per_100_000_people,b_e_rate_percent_change_per_100_000_people,larceny_theft_rate_percent_change_per_100_000_people,m_v_theft_rate_percent_change_per_100_000_people
Washington County,1994,127743,9,24,75,282,562,1984,152,3088,390,12.600,2698,87.400,2417.4,305.3,2112.1,7.0,18.8,58.7,220.8,439.9,1553.1,119.0,-5.00,6.300,-6.400,-5.800,5.400,-7.200,78.500,-11.800,6.300,5.500,-26.200,1.00,-16.200
Washington County,1995,127509,5,28,66,398,635,2172,200,3504,497,14.200,3007,85.800,2748.0,389.8,2358.3,3.9,22.0,51.8,312.1,498.0,1703.4,156.9,13.500,27.400,11.500,13.700,27.700,11.700,-44.300,16.900,-11.800,41.400,13.200,9.700,31.800
Washington County,1996,128265,1,23,88,318,698,2251,222,3601,430,11.900,3171,88.100,2807.5,335.2,2472.2,0.8,17.9,68.6,247.9,544.2,1755.0,173.1,2.800,-13.500,5.500,2.200,-14.00,4.800,-80.100,-18.300,32.500,-20.600,9.300,3.00,10.300
Washington County,1997,128820,6,31,119,366,709,2048,319,3598,522,14.500,3076,85.500,2793.0,405.2,2387.8,4.7,24.1,92.4,284.1,550.4,1589.8,247.6,-0.100,21.400,-3.00,-0.500,20.900,-3.400,497.400,34.200,34.600,14.600,1.100,-9.400,43.100
Washington County,1998,129186,3,26,117,356,660,1947,256,3365,502,14.900,2863,85.100,2604.8,388.6,2216.2,2.3,20.1,90.6,275.6,510.9,1507.1,198.2,-6.500,-3.800,-6.900,-6.700,-4.100,-7.200,-50.100,-16.400,-2.00,-3.00,-7.200,-5.200,-20.0
Washington County,1999,128265,4,22,107,280,667,1960,258,3298,413,12.500,2885,87.500,2571.2,322.0,2249.2,3.1,17.2,83.4,218.3,520.0,1528.1,201.1,-2.00,-17.700,0.800,-1.300,-17.100,1.500,34.300,-14.800,-7.900,-20.800,1.800,1.400,1.500
Washington County,2000,131923,6,21,68,344,670,2184,307,3600,439,12.200,3161,87.800,2728.9,332.8,2396.1,4.5,15.9,51.5,260.8,507.9,1655.5,232.7,9.200,6.300,9.600,6.100,3.300,6.500,45.800,-7.200,-38.200,19.500,-2.300,8.300,15.700
Washington County,2001,133882,3,28,89,399,714,2156,268,3657,519,14.200,3138,85.800,2731.5,387.7,2343.9,2.2,20.9,66.5,298.0,533.3,1610.4,200.2,1.600,18.200,-0.700,0.100,16.500,-2.200,-50.700,31.400,29.00,14.300,5.00,-2.700,-14.00
Washington County,2002,135950,6,29,111,327,759,2115,253,3600,473,13.100,3127,86.900,2648.0,347.9,2300.1,4.4,21.3,81.6,240.5,558.3,1555.7,186.1,-1.600,-8.900,-0.400,-3.100,-10.200,-1.900,97.00,2.00,22.800,-19.300,4.700,-3.400,-7.00
Washington County,2003,135495,1,23,107,360,683,2091,273,3538,491,13.900,3047,86.100,2611.2,362.4,2248.8,0.7,17.0,79.0,265.7,504.1,1543.2,201.5,-1.700,3.800,-2.600,-1.400,4.200,-2.200,-83.300,-20.400,-3.300,10.500,-9.700,-0.800,8.300
Washington County,2004,138016,5,17,88,426,699,2138,270,3643,536,14.700,3107,85.300,2639.5,388.4,2251.2,3.6,12.3,63.8,308.7,506.5,1549.1,195.6,3.00,9.200,2.00,1.100,7.200,0.100,390.900,-27.400,-19.300,16.200,0.500,0.400,-2.900
Washington County,2005,140687,4,18,111,388,702,2306,261,3790,521,13.700,3269,86.300,2693.9,370.3,2323.6,2.8,12.8,78.9,275.8,499.0,1639.1,185.5,4.00,-2.800,5.200,2.100,-4.600,3.200,-21.500,3.900,23.700,-10.600,-1.500,5.800,-5.200
Washington County,2006,142284,4,28,158,378,786,2367,300,4021,568,14.100,3453,85.900,2826.0,399.2,2426.8,2.8,19.7,111.0,265.7,552.4,1663.6,210.8,6.100,9.00,5.600,4.900,7.800,4.400,-1.100,53.800,40.700,-3.700,10.700,1.500,13.700
Washington County,2007,144219,7,38,137,324,679,2338,240,3763,506,13.400,3257,86.600,2609.2,350.9,2258.4,4.9,26.3,95.0,224.7,470.8,1621.1,166.4,-6.400,-10.900,-5.700,-7.700,-12.100,-6.900,72.700,33.900,-14.500,-15.400,-14.800,-2.600,-21.100
Washington County,2008,145781,3,15,116,308,701,2234,246,3623,442,12.200,3181,87.800,2485.2,303.2,2182.0,2.1,10.3,79.6,211.3,480.9,1532.4,168.7,-3.700,-12.600,-2.300,-4.800,-13.600,-3.400,-57.600,-60.900,-16.200,-6.00,2.100,-5.500,1.400
Washington County,2009,147664,2,25,96,272,625,2057,182,3259,395,12.100,2864,87.900,2207.0,267.5,1939.5,1.4,16.9,65.0,184.2,423.3,1393.0,123.3,-10.0,-10.600,-10.0,-11.200,-11.800,-11.100,-34.200,64.500,-18.300,-12.800,-12.00,-9.100,-27.00
Washington County,2010,148210,0,25,115,306,692,2145,191,3474,446,12.800,3028,87.200,2344.0,300.9,2043.0,0.0,16.9,77.6,206.5,466.9,1447.3,128.9,6.600,12.900,5.700,6.200,12.500,5.300,-100.0,-0.400,19.400,12.100,10.300,3.900,4.600
Washington County,2011,148828,2,9,97,342,862,2213,153,3678,450,12.200,3228,87.800,2471.3,302.4,2168.9,1.3,6.0,65.2,229.8,579.2,1487.0,102.8,5.900,0.900,6.600,5.400,0.500,6.200,134.400,-64.100,-16.00,11.300,24.00,2.700,-20.200
Washington County,2012,149634,3,21,104,259,809,2038,214,3448,387,11.200,3061,88.800,2304.3,258.6,2045.7,2.0,14.0,69.5,173.1,540.7,1362.0,143.0,-6.300,-14.00,-5.200,-6.800,-14.500,-5.700,49.200,132.100,6.600,-24.700,-6.700,-8.400,39.100
Washington County,2013,149938,6,18,121,243,785,2153,166,3492,388,11.100,3104,88.900,2329.0,258.8,2070.2,4.0,12.0,80.7,162.1,523.5,1435.9,110.7,1.300,0.300,1.400,1.100,0.100,1.200,99.600,-14.500,16.100,-6.400,-3.200,5.400,-22.600
Washington County,2014,150339,6,24,153,296,809,2195,231,3714,479,12.900,3235,87.100,2470.4,318.6,2151.8,4.0,16.0,101.8,196.9,538.1,1460.0,153.7,6.400,23.500,4.200,6.100,23.100,3.900,-0.300,33.00,26.100,21.500,2.800,1.700,38.800
Washington County,2015,149573,9,30,121,293,809,1974,175,3411,453,13.300,2958,86.700,2280.5,302.9,1977.6,6.0,20.1,80.9,195.9,540.9,1319.8,117.0,-8.200,-5.400,-8.600,-7.700,-4.900,-8.100,50.800,25.600,-20.500,-0.500,0.500,-9.600,-23.900
Washington County,2016,149090,3,27,147,273,834,2121,227,3632,450,12.400,3182,87.600,2436.1,301.8,2134.3,2.0,18.1,98.6,183.1,559.4,1422.6,152.3,6.500,-0.700,7.600,6.800,-0.300,7.900,-66.600,-9.700,21.900,-6.500,3.400,7.800,30.100
Washington County,2017,150632,9,35,168,360,616,1774,230,3192,572,17.900,2620,82.100,2119.1,379.7,1739.3,6.0,23.2,111.5,239.0,408.9,1177.7,152.7,-12.100,27.100,-17.700,-13.00,25.800,-18.500,196.900,28.300,13.100,30.500,-26.900,-17.200,0.300
Washington County,2018,149781,8,44,136,399,590,2019,171,3367,587,17.400,2780,82.600,2247.9,391.9,1856.0,5.3,29.4,90.8,266.4,393.9,1348.0,114.2,5.500,2.600,6.100,6.100,3.200,6.700,-10.600,26.400,-18.600,11.500,-3.700,14.500,-25.200
Washington County,2019,150576,3,43,118,333,531,1596,151,2775,497,17.900,2278,82.100,1842.9,330.1,1512.9,2.0,28.6,78.4,221.2,352.6,1059.9,100.3,-17.600,-15.300,-18.100,-18.00,-15.800,-18.500,-62.700,-2.800,-13.700,-17.00,-10.500,-21.400,-12.200
Washington County,2020,150927,8,49,84,336,362,1277,133,2249,477,21.200,1772,78.800,1490.1,316.0,1174.1,5.3,32.5,55.7,222.6,239.9,846.1,88.1,-19.00,-4.00,-22.200,-19.100,-4.200,-22.400,166.00,13.700,-29.00,0.700,-32.00,-20.200,-12.100
Wicomico County,1975,57261,4,11,43,95,543,1218,109,2023,153,7.600,1870,92.400,3532.9,267.2,3265.7,7.0,19.2,75.1,165.9,948.3,2127.1,190.4,,,,,,,,,,,,,
Wicomico County,1976,59758,7,12,56,143,809,1554,104,2685,218,8.100,2467,91.900,4493.1,364.8,4128.3,11.7,20.1,93.7,239.3,1353.8,2600.5,174.0,32.700,42.500,31.900,27.200,36.500,26.400,67.700,4.500,24.800,44.200,42.800,22.300,-8.600
Wicomico County,1977,60281,10,12,39,102,777,1828,129,2897,163,5.600,2734,94.400,4805.8,270.4,4535.4,16.6,19.9,64.7,169.2,1289.0,3032.5,214.0,7.900,-25.200,10.800,7.00,-25.900,9.900,41.600,-0.900,-31.00,-29.300,-4.800,16.600,23.00
Wicomico County,1978,60743,4,15,34,136,939,1759,139,3026,189,6.200,2837,93.800,4981.6,311.1,4670.5,6.6,24.7,56.0,223.9,1545.9,2895.8,228.8,4.500,16.00,3.800,3.700,15.100,3.00,-60.300,24.00,-13.500,32.300,19.900,-4.500,6.900
Wicomico County,1979,60692,4,19,42,145,1037,1982,127,3356,210,6.300,3146,93.700,5529.6,346.0,5183.5,6.6,31.3,69.2,238.9,1708.6,3265.7,209.3,10.900,11.100,10.900,11.00,11.200,11.00,0.100,26.800,23.600,6.700,10.500,12.800,-8.600
Wicomico County,1980,64974,13,15,64,156,1082,2356,156,3842,248,6.500,3594,93.500,5913.1,381.7,5531.4,20.0,23.1,98.5,240.1,1665.3,3626.1,240.1,14.500,18.100,14.200,6.900,10.300,6.700,203.600,-26.300,42.300,0.500,-2.500,11.00,14.700
Wicomico County,1981,66040,7,18,54,186,1067,2195,131,3658,265,7.200,3393,92.800,5539.1,401.3,5137.8,10.6,27.3,81.8,281.6,1615.7,3323.7,198.4,-4.800,6.900,-5.600,-6.300,5.100,-7.100,-47.00,18.100,-17.00,17.300,-3.00,-8.300,-17.400
Wicomico County,1982,66102,3,18,57,235,990,2156,131,3590,313,8.700,3277,91.300,5431.0,473.5,4957.5,4.5,27.2,86.2,355.5,1497.7,3261.6,198.2,-1.900,18.100,-3.400,-2.00,18.00,-3.500,-57.200,-0.100,5.500,26.200,-7.300,-1.900,-0.100
Wicomico County,1983,66705,2,22,46,217,746,1809,106,2948,287,9.700,2661,90.300,4419.5,430.3,3989.2,3.0,33.0,69.0,325.3,1118.4,2711.9,158.9,-17.900,-8.300,-18.800,-18.600,-9.100,-19.500,-33.900,21.100,-20.0,-8.500,-25.300,-16.900,-19.800
Wicomico County,1984,66574,4,16,44,187,800,1634,110,2795,251,9.00,2544,91.00,4198.3,377.0,3821.3,6.0,24.0,66.1,280.9,1201.7,2454.4,165.2,-5.200,-12.500,-4.400,-5.00,-12.400,-4.200,100.400,-27.100,-4.200,-13.700,7.400,-9.500,4.00
Wicomico County,1985,66648,5,19,71,298,906,1818,133,3250,393,12.100,2857,87.900,4876.4,589.7,4286.7,7.5,28.5,106.5,447.1,1359.4,2727.8,199.6,16.300,56.600,12.300,16.100,56.400,12.200,24.900,18.600,61.200,59.200,13.100,11.100,20.800
Wicomico County,1986,67740,10,29,89,435,972,2055,130,3720,563,15.100,3157,84.900,5491.6,831.1,4660.5,14.8,42.8,131.4,642.2,1434.9,3033.7,191.9,14.500,43.300,10.500,12.600,40.900,8.700,96.800,50.200,23.300,43.600,5.600,11.200,-3.800
Wicomico County,1987,70413,3,39,108,416,1080,2321,140,4107,566,13.800,3541,86.200,5832.7,803.8,5028.9,4.3,55.4,153.4,590.8,1533.8,3296.3,198.8,10.400,0.500,12.200,6.200,-3.300,7.900,-71.100,29.400,16.700,-8.00,6.900,8.700,3.600
Wicomico County,1988,72609,2,37,129,446,1079,2498,174,4365,614,14.100,3751,85.900,6011.7,845.6,5166.0,2.8,51.0,177.7,614.2,1486.0,3440.3,239.6,6.300,8.500,5.900,3.100,5.200,2.700,-35.300,-8.00,15.800,4.00,-3.100,4.400,20.500
Wicomico County,1989,73125,9,42,109,550,896,2171,166,3943,710,18.00,3233,82.00,5392.1,970.9,4421.2,12.3,57.4,149.1,752.1,1225.3,2968.9,227.0,-9.700,15.600,-13.800,-10.300,14.800,-14.400,346.800,12.700,-16.100,22.400,-17.500,-13.700,-5.300
Wicomico County,1990,74339,9,38,129,655,692,2536,155,4214,831,19.700,3383,80.300,5668.6,1117.9,4550.8,12.1,51.1,173.5,881.1,930.9,3411.4,208.5,6.900,17.00,4.600,5.100,15.100,2.900,-1.600,-11.00,16.400,17.100,-24.00,14.900,-8.200
Wicomico County,1991,75558,5,34,124,468,1026,2781,171,4609,631,13.700,3978,86.300,6099.9,835.1,5264.8,6.6,45.0,164.1,619.4,1357.9,3680.6,226.3,9.400,-24.100,17.600,7.600,-25.300,15.700,-45.300,-12.00,-5.400,-29.700,45.900,7.900,8.500
Wicomico County,1992,76303,8,65,187,503,1084,2998,216,5061,763,15.100,4298,84.900,6632.8,1000.0,5632.8,10.5,85.2,245.1,659.2,1420.7,3929.1,283.1,9.800,20.900,8.00,8.700,19.700,7.00,58.400,89.300,49.300,6.400,4.600,6.800,25.100
Wicomico County,1993,77414,3,51,138,551,1088,2842,241,4914,743,15.100,4171,84.900,6347.7,959.8,5387.9,3.9,65.9,178.3,711.8,1405.4,3671.2,311.3,-2.900,-2.600,-3.00,-4.300,-4.00,-4.300,-63.00,-22.700,-27.300,8.00,-1.100,-6.600,10.0
Wicomico County,1994,78049,2,42,196,588,1090,3156,231,5305,828,15.600,4477,84.400,6797.0,1060.9,5736.1,2.6,53.8,251.1,753.4,1396.6,4043.6,296.0,8.00,11.400,7.300,7.100,10.500,6.500,-33.900,-18.300,40.900,5.800,-0.600,10.100,-4.900
Wicomico County,1995,79034,4,47,192,505,1156,3103,222,5229,748,14.300,4481,85.700,6616.1,946.4,5669.7,5.1,59.5,242.9,639.0,1462.7,3926.2,280.9,-1.400,-9.700,0.100,-2.700,-10.800,-1.200,97.500,10.500,-3.300,-15.200,4.700,-2.900,-5.100
Wicomico County,1996,79503,3,36,156,538,1036,3341,248,5358,733,13.700,4625,86.300,6739.4,922.0,5817.4,3.8,45.3,196.2,676.7,1303.1,4202.4,311.9,2.500,-2.00,3.200,1.900,-2.600,2.600,-25.400,-23.900,-19.200,5.900,-10.900,7.00,11.100
Wicomico County,1997,79846,7,29,118,374,986,2695,244,4453,528,11.900,3925,88.100,5577.0,661.3,4915.7,8.8,36.3,147.8,468.4,1234.9,3375.2,305.6,-16.900,-28.00,-15.100,-17.200,-28.300,-15.500,132.300,-19.800,-24.700,-30.800,-5.200,-19.700,-2.00
Wicomico County,1998,79956,4,40,116,368,1041,2442,253,4264,528,12.400,3736,87.600,5332.9,660.4,4672.6,5.0,50.0,145.1,460.3,1302.0,3054.2,316.4,-4.200,0.0,-4.800,-4.400,-0.100,-4.900,-42.900,37.700,-1.800,-1.700,5.400,-9.500,3.500
Wicomico County,1999,79936,4,42,158,436,868,2493,218,4219,640,15.200,3579,84.800,5278.0,800.6,4477.3,5.0,52.5,197.7,545.4,1085.9,3118.7,272.7,-1.100,21.200,-4.200,-1.00,21.200,-4.200,0.0,5.00,36.200,18.500,-16.600,2.100,-13.800
