jurisdiction,year,population,murder,rape,robbery,agg_assault,b_e,larceny_theft,m_v_theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people,percent_change,violent_crime_percent_change,property_crime_percent_change,overall_percent_change_per_100_000_people,violent_crime_rate_percent_change_per_100_000_people,property_crime_rate_percent_change_per_100_000_people,murder_rate_percent_change_per_100_000_people,rape_rate_percent_change_per_100_000_people,robbery_rate_percent_change_per_100_000_people,agg_assault_rate_percent_change_per_100_000_people,b_e_rate_percent_change_per_100_000_people,larceny_theft_rate_percent_change_per_100_000_people,m_v_theft_rate_percent_change_per_100_000_people
Anne Arundel County,2020,581937,26,148,357,1286,1053,6937,626,10433,1817,17.400,8616,82.600,1792.8,312.2,1480.6,4.5,25.4,61.3,221.0,180.9,1192.1,107.6,-15.700,-1.100,-18.300,-16.300,-1.800,-18.900,29.100,-7.600,-19.100,4.700,-8.500,-21.200,-5.700
Baltimore City,1975,864100,259,463,9055,6309,15787,30936,7602,70411,16086,22.800,54325,77.200,8148.5,1861.6,6286.9,30.0,53.6,1047.9,730.1,1827.0,3580.1,879.8,,,,,,,,,,,,,
Baltimore City,1976,860974,200,460,7764,5788,15443,32711,5903,68269,14212,20.800,54057,79.200,7929.3,1650.7,6278.6,23.2,53.4,901.8,672.3,1793.7,3799.3,685.6,-3.00,-11.600,-0.500,-2.700,-11.300,-0.100,-22.500,-0.300,-13.900,-7.900,-1.800,6.100,-22.100
Baltimore City,1977,827494,171,499,7574,6075,15463,32315,6213,68310,14319,21.00,53991,79.00,8255.0,1730.4,6524.6,20.7,60.3,915.3,734.1,1868.7,3905.2,750.8,0.100,0.800,-0.100,4.100,4.800,3.900,-11.00,12.900,1.500,9.200,4.200,2.800,9.500
Baltimore City,1978,781730,199,554,8103,5849,15969,33950,5909,70533,14705,20.800,55828,79.200,9022.7,1881.1,7141.6,25.5,70.9,1036.5,748.2,2042.8,4342.9,755.9,3.300,2.700,3.400,9.300,8.700,9.500,23.200,17.500,13.200,1.900,9.300,11.200,0.700
Baltimore City,1979,790901,245,565,8492,6247,17054,35499,6807,74909,15549,20.800,59360,79.200,9471.3,1966.0,7505.4,31.0,71.4,1073.7,789.9,2156.3,4488.4,860.7,6.200,5.700,6.300,5.00,4.500,5.100,21.700,0.800,3.600,5.600,5.600,3.400,13.900
Baltimore City,1980,784554,216,566,10046,5805,17774,38116,5661,78184,16633,21.300,61551,78.700,9965.4,2120.1,7845.3,27.5,72.1,1280.5,739.9,2265.5,4858.3,721.6,4.400,7.00,3.700,5.200,7.800,4.500,-11.100,1.00,19.300,-6.300,5.100,8.200,-16.200
Baltimore City,1981,797429,228,566,10737,6258,18604,37378,5331,79102,17789,22.500,61313,77.500,9919.6,2230.8,7688.8,28.6,71.0,1346.5,784.8,2333.0,4687.3,668.5,1.200,7.00,-0.400,-0.500,5.200,-2.00,3.900,-1.600,5.200,6.100,3.00,-3.500,-7.300
Baltimore City,1982,798175,227,553,9357,6592,16501,36520,4462,74212,16729,22.500,57483,77.500,9297.7,2095.9,7201.8,28.4,69.3,1172.3,825.9,2067.3,4575.4,559.0,-6.200,-6.00,-6.200,-6.300,-6.00,-6.300,-0.500,-2.400,-12.900,5.200,-11.400,-2.400,-16.400
Baltimore City,1983,805527,201,500,9176,6291,14690,34752,4470,70080,16168,23.100,53912,76.900,8699.9,2007.1,6692.8,25.0,62.1,1139.1,781.0,1823.7,4314.2,554.9,-5.600,-3.400,-6.200,-6.400,-4.200,-7.100,-12.300,-10.400,-2.800,-5.400,-11.800,-5.700,-0.700
Baltimore City,1984,788604,215,566,8017,6830,14062,31768,5419,66877,15628,23.400,51249,76.600,8480.4,1981.7,6498.7,27.3,71.8,1016.6,866.1,1783.2,4028.4,687.2,-4.600,-3.300,-4.900,-2.500,-1.300,-2.900,9.300,15.600,-10.800,10.900,-2.200,-6.600,23.800
Baltimore City,1985,771097,213,594,7794,6949,13988,31810,6027,67375,15550,23.100,51825,76.900,8737.6,2016.6,6720.9,27.6,77.0,1010.8,901.2,1814.0,4125.3,781.6,0.700,-0.500,1.100,3.00,1.800,3.400,1.300,7.300,-0.600,4.100,1.700,2.400,13.700
Baltimore City,1986,783542,240,660,8008,6369,14388,30796,6884,67345,15277,22.700,52068,77.300,8594.9,1949.7,6645.2,30.6,84.2,1022.0,812.8,1836.3,3930.4,878.6,0.0,-1.800,0.500,-1.600,-3.300,-1.100,10.900,9.300,1.100,-9.800,1.200,-4.700,12.400
Baltimore City,1987,764893,226,595,7485,6030,13558,31270,7495,66659,14336,21.500,52323,78.500,8714.8,1874.2,6840.6,29.5,77.8,978.6,788.3,1772.5,4088.2,979.9,-1.00,-6.200,0.500,1.400,-3.900,2.900,-3.500,-7.700,-4.300,-3.00,-3.500,4.00,11.500
Baltimore City,1988,763880,237,519,7418,6592,14359,33531,8468,71124,14766,20.800,56358,79.200,9310.9,1933.0,7377.9,31.0,67.9,971.1,863.0,1879.7,4389.6,1108.6,6.700,3.00,7.700,6.800,3.100,7.900,5.00,-12.700,-0.800,9.500,6.00,7.400,13.100
Baltimore City,1989,763138,259,543,7986,6876,14446,34082,8188,72380,15664,21.600,56716,78.400,9484.5,2052.6,7431.9,33.9,71.2,1046.5,901.0,1893.0,4466.0,1072.9,1.800,6.100,0.600,1.900,6.200,0.700,9.400,4.700,7.800,4.400,0.700,1.700,-3.200
Baltimore City,1990,736014,305,691,9491,7519,14867,36333,9939,79145,18006,22.800,61139,77.200,10753.2,2446.4,8306.8,41.4,93.9,1289.5,1021.6,2019.9,4936.5,1350.4,9.300,15.00,7.800,13.400,19.200,11.800,22.100,31.900,23.200,13.400,6.700,10.500,25.900
Baltimore City,1991,748099,304,702,10793,7295,16394,40406,10618,86512,19094,22.100,67418,77.900,11564.2,2552.3,9011.9,40.6,93.8,1442.7,975.1,2191.4,5401.2,1419.3,9.300,6.00,10.300,7.500,4.300,8.500,-1.900,0.0,11.900,-4.500,8.500,9.400,5.100
Baltimore City,1992,755517,335,754,12290,8481,16503,41836,11332,91531,21860,23.900,69671,76.100,12115.0,2893.4,9221.6,44.3,99.8,1626.7,1122.5,2184.3,5537.4,1499.9,5.800,14.500,3.300,4.800,13.400,2.300,9.100,6.400,12.800,15.100,-0.300,2.500,5.700
Baltimore City,1993,732968,353,668,12408,8577,18076,42814,10672,93568,22006,23.500,71562,76.500,12765.6,3002.3,9763.3,48.2,91.1,1692.8,1170.2,2466.1,5841.2,1456.0,2.200,0.700,2.700,5.400,3.800,5.900,8.600,-8.700,4.100,4.200,12.900,5.500,-2.900
Baltimore City,1994,739180,321,639,11303,8748,16026,43636,13603,94276,21011,22.300,73265,77.700,12754.1,2842.5,9911.7,43.4,86.4,1529.1,1183.5,2168.1,5903.3,1840.3,0.800,-4.500,2.400,-0.100,-5.300,1.500,-9.800,-5.100,-9.700,1.100,-12.100,1.100,26.400
Baltimore City,1995,712209,325,684,11397,9172,16705,46750,11210,96243,21578,22.400,74665,77.600,13513.3,3029.7,10483.6,45.6,96.0,1600.2,1287.8,2345.5,6564.1,1574.0,2.100,2.700,1.900,6.00,6.600,5.800,5.100,11.100,4.700,8.800,8.200,11.200,-14.500
Baltimore City,1996,716446,333,643,10429,8216,14887,43177,11186,88871,19621,22.100,69250,77.900,12404.4,2738.7,9665.8,46.5,89.7,1455.7,1146.8,2077.9,6026.6,1561.3,-7.700,-9.100,-7.300,-8.200,-9.600,-7.800,1.900,-6.600,-9.00,-11.00,-11.400,-8.200,-0.800
Baltimore City,1997,719587,313,480,8665,8072,12841,39581,8856,78808,17530,22.200,61278,77.800,10951.8,2436.1,8515.7,43.5,66.7,1204.2,1121.8,1784.5,5500.5,1230.7,-11.300,-10.700,-11.500,-11.700,-11.00,-11.900,-6.400,-25.700,-17.300,-2.200,-14.100,-8.700,-21.200
Baltimore City,1998,662253,315,470,7718,7605,13279,36853,7375,73615,16108,21.900,57507,78.100,11115.8,2432.3,8683.5,47.6,71.0,1165.4,1148.4,2005.1,5564.8,1113.6,-6.600,-8.100,-6.200,1.500,-0.200,2.00,9.400,6.400,-3.200,2.400,12.400,1.200,-9.500
Baltimore City,1999,650588,305,374,7462,10536,12386,37524,7255,75842,18677,24.600,57165,75.400,11657.5,2870.8,8786.7,46.9,57.5,1147.0,1619.5,1903.8,5767.7,1115.1,3.00,15.900,-0.600,4.900,18.00,1.200,-1.400,-19.00,-1.600,41.00,-5.100,3.600,0.100
Baltimore City,2000,651154,261,366,6634,8774,10751,32134,7871,66791,16035,24.00,50756,76.00,10257.3,2462.6,7794.8,40.1,56.2,1018.8,1347.5,1651.1,4934.9,1208.8,-11.900,-14.100,-11.200,-12.00,-14.200,-11.300,-14.500,-2.200,-11.200,-16.800,-13.300,-14.400,8.400
Baltimore City,2001,660826,256,299,5762,8520,10960,30457,8199,64453,14837,23.00,49616,77.00,9753.4,2245.2,7508.2,38.7,45.2,871.9,1289.3,1658.5,4608.9,1240.7,-3.500,-7.500,-2.200,-4.900,-8.800,-3.700,-3.400,-19.500,-14.400,-4.300,0.500,-6.600,2.600
Baltimore City,2002,671028,253,179,4764,8667,8814,27301,6572,56550,13863,24.500,42687,75.500,8427.4,2065.9,6361.4,37.7,26.7,710.0,1291.6,1313.5,4068.5,979.4,-12.300,-6.600,-14.00,-13.600,-8.00,-15.300,-2.700,-41.00,-18.600,0.200,-20.800,-11.700,-21.100
Baltimore City,2003,644554,270,208,4364,6385,7855,23307,6874,49263,11227,22.800,38036,77.200,7643.0,1741.8,5901.1,41.9,32.3,677.1,990.6,1218.7,3616.0,1066.5,-12.900,-19.00,-10.900,-9.300,-15.700,-7.200,11.100,21.00,-4.600,-23.300,-7.200,-11.100,8.900
Baltimore City,2004,634279,276,182,4085,7199,8022,21819,6731,48314,11742,24.300,36572,75.700,7617.2,1851.2,5765.9,43.5,28.7,644.0,1135.0,1264.7,3440.0,1061.2,-1.900,4.600,-3.800,-0.300,6.300,-2.300,3.900,-11.100,-4.900,14.600,3.800,-4.900,-0.500
Baltimore City,2005,641097,269,162,3935,6943,7388,20132,6232,45061,11309,25.100,33752,74.900,7028.7,1764.0,5264.7,42.0,25.3,613.8,1083.0,1152.4,3140.2,972.1,-6.700,-3.700,-7.700,-7.700,-4.700,-8.700,-3.600,-11.900,-4.700,-4.600,-8.900,-8.700,-8.400
Baltimore City,2006,637556,276,139,4260,6196,7664,18846,6276,43657,10871,24.900,32786,75.100,6847.6,1705.1,5142.5,43.3,21.8,668.2,971.8,1202.1,2956.0,984.4,-3.100,-3.900,-2.900,-2.600,-3.300,-2.300,3.200,-13.700,8.900,-10.300,4.300,-5.900,1.300
Baltimore City,2007,624237,282,146,3926,5875,7431,17077,5821,40558,10229,25.200,30329,74.800,6497.2,1638.6,4858.6,45.2,23.4,628.9,941.1,1190.4,2735.7,932.5,-7.100,-5.900,-7.500,-5.100,-3.900,-5.500,4.400,7.300,-5.900,-3.200,-1.00,-7.500,-5.300
Baltimore City,2008,634549,234,137,4058,5703,7880,17635,5518,41165,10132,24.600,31033,75.400,6487.3,1596.7,4890.6,36.9,21.6,639.5,898.7,1241.8,2779.1,869.6,1.500,-0.900,2.300,-0.200,-2.600,0.700,-18.400,-7.700,1.700,-4.500,4.300,1.600,-6.700
Baltimore City,2009,638755,238,158,3726,5579,7856,17101,4632,39290,9701,24.700,29589,75.300,6151.0,1518.7,4632.3,37.3,24.7,583.3,873.4,1229.9,2677.2,725.2,-4.600,-4.300,-4.700,-5.200,-4.900,-5.300,1.00,14.600,-8.800,-2.800,-1.00,-3.700,-16.600
Baltimore City,2010,639927,223,266,3361,5502,7646,16626,4421,38045,9352,24.600,28693,75.400,5945.2,1461.4,4483.8,34.8,41.6,525.2,859.8,1194.8,2598.1,690.9,-3.200,-3.600,-3.00,-3.300,-3.800,-3.200,-6.500,68.00,-10.0,-1.600,-2.900,-3.00,-4.700
Baltimore City,2011,626848,197,341,3485,4905,8649,17397,4207,39181,8928,22.800,30253,77.200,6250.5,1424.3,4826.2,31.4,54.4,556.0,782.5,1379.8,2775.3,671.1,3.00,-4.500,5.400,5.100,-2.500,7.600,-9.800,30.900,5.900,-9.00,15.500,6.800,-2.900
Baltimore City,2012,625474,216,317,3635,4657,7796,17849,3987,38457,8825,22.900,29632,77.100,6148.5,1410.9,4737.5,34.5,50.7,581.2,744.6,1246.4,2853.7,637.4,-1.800,-1.200,-2.100,-1.600,-0.900,-1.800,9.900,-6.800,4.500,-4.800,-9.700,2.800,-5.00
Baltimore City,2013,622671,233,298,3755,4471,7440,19329,4462,39988,8757,21.900,31231,78.100,6422.0,1406.4,5015.7,37.4,47.9,603.0,718.0,1194.9,3104.2,716.6,4.00,-0.800,5.400,4.400,-0.300,5.900,8.400,-5.600,3.800,-3.600,-4.100,8.800,12.400
Baltimore City,2014,623513,211,245,3740,4236,6966,18419,4504,38321,8432,22.00,29889,78.00,6146.0,1352.3,4793.6,33.8,39.3,599.8,679.4,1117.2,2954.1,722.4,-4.200,-3.700,-4.300,-4.300,-3.800,-4.400,-9.600,-17.900,-0.500,-5.400,-6.500,-4.800,0.800
Baltimore City,2015,621252,344,287,4378,4671,7803,18100,5541,41124,9680,23.500,31444,76.500,6619.5,1558.1,5061.4,55.4,46.2,704.7,751.9,1256.0,2913.5,891.9,7.300,14.800,5.200,7.700,15.200,5.600,63.600,17.600,17.500,10.700,12.400,-1.400,23.500
Baltimore City,2016,618385,318,299,5288,5210,7399,17278,5336,41128,11115,27.00,30013,73.00,6650.9,1797.4,4853.4,51.4,48.4,855.1,842.5,1196.5,2794.1,862.9,0.0,14.800,-4.600,0.500,15.400,-4.100,-7.100,4.700,21.300,12.100,-4.700,-4.100,-3.300
Baltimore City,2017,613217,342,385,5926,5874,8056,17365,5184,43132,12527,29.00,30605,71.00,7033.7,2042.8,4990.9,55.8,62.8,966.4,957.9,1313.7,2831.8,845.4,4.900,12.700,2.00,5.800,13.700,2.800,8.500,29.800,13.00,13.700,9.800,1.400,-2.00
Baltimore City,2018,605436,309,367,5130,5415,6074,17102,4389,38786,11221,28.900,27565,71.100,6406.3,1853.4,4552.9,51.0,60.6,847.3,894.4,1003.2,2824.7,724.9,-10.100,-10.400,-9.900,-8.900,-9.300,-8.800,-8.500,-3.500,-12.300,-6.600,-23.600,-0.200,-14.200
Baltimore City,2019,597239,348,325,4903,5610,5434,16650,3949,37219,11186,30.100,26033,69.900,6231.8,1873.0,4358.9,58.3,54.4,820.9,939.3,909.9,2787.8,661.2,-4.00,-0.300,-5.600,-2.700,1.100,-4.300,14.200,-10.200,-3.100,5.00,-9.300,-1.300,-8.800
Baltimore City,2020,588594,334,324,3441,5381,4116,11423,3128,28147,9480,33.700,18667,66.300,4782.1,1610.6,3171.5,56.7,55.0,584.6,914.2,699.3,1940.7,531.4,-24.400,-15.300,-28.300,-23.300,-14.00,-27.200,-2.600,1.200,-28.800,-2.700,-23.100,-30.400,-19.600
Baltimore County,1975,642154,27,153,787,503,8312,22950,2992,35724,1470,4.100,34254,95.900,5563.2,228.9,5334.2,4.2,23.8,122.6,78.3,1294.4,3573.9,465.9,,,,,,,,,,,,,
Baltimore County,1976,642369,22,155,730,1095,8205,22930,2834,35971,2002,5.600,33969,94.400,5599.7,311.7,5288.1,3.4,24.1,113.6,170.5,1277.3,3569.6,441.2,0.700,36.200,-0.800,0.700,36.100,-0.900,-18.500,1.300,-7.300,117.600,-1.300,-0.100,-5.300
Baltimore County,1977,643363,26,169,751,3229,8868,22326,2892,38261,4175,10.900,34086,89.100,5947.0,648.9,5298.1,4.0,26.3,116.7,501.9,1378.4,3470.2,449.5,6.400,108.500,0.300,6.200,108.200,0.200,18.00,8.900,2.700,194.400,7.900,-2.800,1.900
Baltimore County,1978,641120,29,185,846,3755,9001,22431,2720,38967,4815,12.400,34152,87.600,6078.0,751.0,5326.9,4.5,28.9,132.0,585.7,1403.9,3498.7,424.3,1.800,15.300,0.200,2.200,15.700,0.500,11.900,9.900,13.00,16.700,1.900,0.800,-5.600
Baltimore County,1979,639872,23,196,1085,3945,10138,24572,3306,43265,5249,12.100,38016,87.900,6761.5,820.3,5941.2,3.6,30.6,169.6,616.5,1584.4,3840.1,516.7,11.00,9.00,11.300,11.200,9.200,11.500,-20.500,6.200,28.500,5.300,12.900,9.800,21.800
Baltimore County,1980,651337,26,190,1223,4456,11793,25663,3287,46638,5895,12.600,40743,87.400,7160.3,905.1,6255.3,4.0,29.2,187.8,684.1,1810.6,3940.0,504.7,7.800,12.300,7.200,5.900,10.300,5.300,11.100,-4.800,10.700,11.00,14.300,2.600,-2.300
Baltimore County,1981,662025,32,192,1401,4580,11964,25811,3203,47183,6205,13.200,40978,86.800,7127.1,937.3,6189.8,4.8,29.0,211.6,691.8,1807.2,3898.8,483.8,1.200,5.300,0.600,-0.500,3.600,-1.00,21.100,-0.600,12.700,1.100,-0.200,-1.00,-4.100
Baltimore County,1982,662646,34,166,1242,5155,9981,24298,2941,43817,6597,15.100,37220,84.900,6612.4,995.6,5616.9,5.1,25.1,187.4,777.9,1506.2,3666.8,443.8,-7.100,6.300,-9.200,-7.200,6.200,-9.300,6.200,-13.600,-11.400,12.400,-16.700,-6.00,-8.300
Baltimore County,1983,668705,34,150,1272,4627,8923,20994,2774,38774,6083,15.700,32691,84.300,5798.4,909.7,4888.7,5.1,22.4,190.2,691.9,1334.4,3139.5,414.8,-11.500,-7.800,-12.200,-12.300,-8.600,-13.00,-0.900,-10.500,1.500,-11.100,-11.400,-14.400,-6.500
Baltimore County,1984,671586,28,176,1087,4900,8727,20884,2775,38577,6191,16.00,32386,84.00,5744.2,921.8,4822.3,4.2,26.2,161.9,729.6,1299.5,3109.7,413.2,-0.500,1.800,-0.900,-0.900,1.300,-1.400,-18.00,16.800,-14.900,5.400,-2.600,-1.00,-0.400
Baltimore County,1985,679708,24,183,1092,5592,8617,21289,3064,39861,6891,17.300,32970,82.700,5864.4,1013.8,4850.6,3.5,26.9,160.7,822.7,1267.8,3132.1,450.8,3.300,11.300,1.800,2.100,10.0,0.600,-15.300,2.700,-0.700,12.800,-2.400,0.700,9.100
Baltimore County,1986,690668,31,200,1394,5289,9612,23011,3691,43228,6914,16.00,36314,84.00,6258.9,1001.1,5257.8,4.5,29.0,201.8,765.8,1391.7,3331.7,534.4,8.400,0.300,10.100,6.700,-1.300,8.400,27.100,7.600,25.600,-6.900,9.800,6.400,18.600
Baltimore County,1987,681068,32,207,1419,3995,8490,23534,3863,41540,5653,13.600,35887,86.400,6099.2,830.0,5269.2,4.7,30.4,208.3,586.6,1246.6,3455.5,567.2,-3.900,-18.200,-1.200,-2.600,-17.100,0.200,4.700,5.00,3.200,-23.400,-10.400,3.700,6.100
Baltimore County,1988,692703,24,194,1661,4714,8703,24059,4606,43961,6593,15.00,37368,85.00,6346.3,951.8,5394.5,3.5,28.0,239.8,680.5,1256.4,3473.2,664.9,5.800,16.600,4.100,4.100,14.700,2.400,-26.300,-7.900,15.100,16.00,0.800,0.500,17.200
Baltimore County,1989,700068,33,225,1810,5240,8468,21519,4480,41775,7308,17.500,34467,82.500,5967.3,1043.9,4923.4,4.7,32.1,258.5,748.5,1209.6,3073.8,639.9,-5.00,10.800,-7.800,-6.00,9.700,-8.700,36.100,14.800,7.800,10.0,-3.700,-11.500,-3.800
Baltimore County,1990,692134,34,262,1709,5000,7996,22892,5098,42991,7005,16.300,35986,83.700,6211.4,1012.1,5199.3,4.9,37.9,246.9,722.4,1155.3,3307.5,736.6,2.900,-4.100,4.400,4.100,-3.00,5.600,4.200,17.800,-4.500,-3.500,-4.500,7.600,15.100
Baltimore County,1991,703563,24,278,2151,5221,8308,24893,5913,46788,7674,16.400,39114,83.600,6650.2,1090.7,5559.4,3.4,39.5,305.7,742.1,1180.8,3538.1,840.4,8.800,9.600,8.700,7.100,7.800,6.900,-30.600,4.400,23.800,2.700,2.200,7.00,14.100
Baltimore County,1992,710514,43,303,2307,5090,8322,25586,5619,47270,7743,16.400,39527,83.600,6652.9,1089.8,5563.2,6.1,42.6,324.7,716.4,1171.3,3601.1,790.8,1.00,0.900,1.100,0.0,-0.100,0.100,77.400,7.900,6.200,-3.500,-0.800,1.800,-5.900
Baltimore County,1993,712020,36,283,2311,4864,8050,23662,5477,44683,7494,16.800,37189,83.200,6275.5,1052.5,5223.0,5.1,39.7,324.6,683.1,1130.6,3323.2,769.2,-5.500,-3.200,-5.900,-5.700,-3.400,-6.100,-16.500,-6.800,0.0,-4.600,-3.500,-7.700,-2.700
Baltimore County,1994,717879,31,288,2180,4761,7353,24678,6289,45580,7260,15.900,38320,84.100,6349.3,1011.3,5337.9,4.3,40.1,303.7,663.2,1024.3,3437.6,876.1,2.00,-3.100,3.00,1.200,-3.900,2.200,-14.600,0.900,-6.400,-2.900,-9.400,3.400,13.900
Baltimore County,1995,716904,38,251,2473,4935,7637,25998,5406,46738,7697,16.500,39041,83.500,6519.4,1073.6,5445.8,5.3,35.0,345.0,688.4,1065.3,3626.4,754.1,2.500,6.00,1.900,2.700,6.200,2.00,22.700,-12.700,13.600,3.800,4.00,5.500,-13.900
Baltimore County,1996,721218,34,276,2427,4690,6972,26296,4751,45446,7427,16.300,38019,83.700,6301.3,1029.8,5271.5,4.7,38.3,336.5,650.3,966.7,3646.1,658.7,-2.800,-3.500,-2.600,-3.300,-4.100,-3.200,-11.100,9.300,-2.400,-5.500,-9.300,0.500,-12.600
Baltimore County,1997,724348,23,256,2482,4572,7266,25894,4185,44678,7333,16.400,37345,83.600,6168.0,1012.4,5155.7,3.2,35.3,342.7,631.2,1003.1,3574.8,577.8,-1.700,-1.300,-1.800,-2.100,-1.700,-2.200,-32.600,-7.600,1.800,-2.900,3.800,-2.00,-12.300
Baltimore County,1998,726462,20,226,1878,4005,6993,23596,3367,40085,6129,15.300,33956,84.700,5517.8,843.7,4674.2,2.8,31.1,258.5,551.3,962.6,3248.1,463.5,-10.300,-16.400,-9.100,-10.500,-16.700,-9.300,-13.300,-12.00,-24.600,-12.700,-4.00,-9.100,-19.800
Baltimore County,1999,727051,30,190,1708,4171,6194,20975,2953,36221,6099,16.800,30122,83.200,4981.9,838.9,4143.0,4.1,26.1,234.9,573.7,851.9,2884.9,406.2,-9.600,-0.500,-11.300,-9.700,-0.600,-11.400,49.900,-16.00,-9.100,4.100,-11.500,-11.200,-12.400
Baltimore County,2000,754292,33,240,1587,4340,5586,21270,3418,36474,6200,17.00,30274,83.00,4835.5,822.0,4013.6,4.4,31.8,210.4,575.4,740.6,2819.9,453.1,0.700,1.700,0.500,-2.900,-2.00,-3.100,6.00,21.800,-10.400,0.300,-13.100,-2.300,11.600
Baltimore County,2001,765496,31,237,1728,4576,6246,21529,3297,37644,6572,17.500,31072,82.500,4917.6,858.5,4059.1,4.0,31.0,225.7,597.8,815.9,2812.4,430.7,3.200,6.00,2.600,1.700,4.400,1.100,-7.400,-2.700,7.300,3.900,10.200,-0.300,-5.00
Baltimore County,2002,777313,29,236,1705,4589,5719,21201,3491,36970,6559,17.700,30411,82.300,4756.1,843.8,3912.3,3.7,30.4,219.3,590.4,735.7,2727.5,449.1,-1.800,-0.200,-2.100,-3.300,-1.700,-3.600,-7.900,-1.900,-2.800,-1.200,-9.800,-3.00,4.300
Baltimore County,2003,777463,31,210,1611,4356,5425,19401,3341,34375,6208,18.100,28167,81.900,4421.4,798.5,3622.9,4.0,27.0,207.2,560.3,697.8,2495.4,429.7,-7.00,-5.400,-7.400,-7.00,-5.400,-7.400,6.900,-11.00,-5.500,-5.100,-5.200,-8.500,-4.300
Baltimore County,2004,784118,29,198,1565,4388,4942,19019,2936,33077,6180,18.700,26897,81.300,4218.4,788.1,3430.2,3.7,25.3,199.6,559.6,630.3,2425.5,374.4,-3.800,-0.500,-4.500,-4.600,-1.300,-5.300,-7.200,-6.500,-3.700,-0.100,-9.700,-2.800,-12.900
Baltimore County,2005,786768,40,178,1769,3663,4629,17620,3046,30945,5650,18.300,25295,81.700,3933.2,718.1,3215.1,5.1,22.6,224.8,465.6,588.4,2239.5,387.2,-6.400,-8.600,-6.00,-6.800,-8.900,-6.300,37.500,-10.400,12.700,-16.800,-6.600,-7.700,3.400
Baltimore County,2006,788266,35,143,2090,3445,4812,18357,3463,32345,5713,17.700,26632,82.300,4103.3,724.8,3378.6,4.4,18.1,265.1,437.0,610.5,2328.8,439.3,4.500,1.100,5.300,4.300,0.900,5.100,-12.700,-19.800,17.900,-6.100,3.800,4.00,13.500
Baltimore County,2007,785567,36,151,1787,3407,4949,18607,3372,32309,5381,16.700,26928,83.300,4112.8,685.0,3427.8,4.6,19.2,227.5,433.7,630.0,2368.6,429.2,-0.100,-5.800,1.100,0.200,-5.500,1.500,3.200,6.00,-14.200,-0.800,3.200,1.700,-2.300
Baltimore County,2008,787558,31,152,1730,3018,4448,19661,2940,31980,4931,15.400,27049,84.600,4060.7,626.1,3434.5,3.9,19.3,219.7,383.2,564.8,2496.5,373.3,-1.00,-8.400,0.400,-1.300,-8.600,0.200,-14.100,0.400,-3.400,-11.600,-10.400,5.400,-13.00
Baltimore County,2009,792855,32,154,1471,2898,4316,19536,2443,30850,4555,14.800,26295,85.200,3891.0,574.5,3316.5,4.0,19.4,185.5,365.5,544.4,2464.0,308.1,-3.500,-7.600,-2.800,-4.200,-8.200,-3.400,2.500,0.600,-15.500,-4.600,-3.600,-1.300,-17.500
Baltimore County,2010,797794,20,126,1341,2862,4119,18129,1880,28477,4349,15.300,24128,84.700,3569.5,545.1,3024.3,2.5,15.8,168.1,358.7,516.3,2272.4,235.6,-7.700,-4.500,-8.200,-8.300,-5.100,-8.800,-37.900,-18.700,-9.400,-1.900,-5.200,-7.800,-23.500
Baltimore County,2011,812661,30,147,1457,2654,4295,18101,1710,28394,4288,15.100,24106,84.900,3494.0,527.6,2966.3,3.7,18.1,179.3,326.6,528.5,2227.4,210.4,-0.300,-1.400,-0.100,-2.100,-3.200,-1.900,47.300,14.500,6.700,-9.00,2.400,-2.00,-10.700
Baltimore County,2012,817761,23,147,1368,2643,4079,17978,1572,27810,4181,15.00,23629,85.00,3400.7,511.3,2889.5,2.8,18.0,167.3,323.2,498.8,2198.4,192.2,-2.100,-2.500,-2.00,-2.700,-3.100,-2.600,-23.800,-0.600,-6.700,-1.00,-5.600,-1.300,-8.600
Baltimore County,2013,822814,20,125,1511,2544,3949,18301,1463,27913,4200,15.00,23713,85.00,3392.4,510.4,2881.9,2.4,15.2,183.6,309.2,479.9,2224.2,177.8,0.400,0.500,0.400,-0.200,-0.200,-0.300,-13.600,-15.500,9.800,-4.300,-3.800,1.200,-7.500
Baltimore County,2014,828871,25,100,1512,2405,3493,17584,1499,26618,4042,15.200,22576,84.800,3211.4,487.7,2723.7,3.0,12.1,182.4,290.2,421.4,2121.4,180.8,-4.600,-3.800,-4.800,-5.300,-4.500,-5.500,24.100,-20.600,-0.700,-6.200,-12.200,-4.600,1.700
Baltimore County,2015,829630,32,334,1525,2626,3587,17028,1770,26902,4517,16.800,22385,83.200,3242.7,544.5,2698.2,3.9,40.3,183.8,316.5,432.4,2052.5,213.3,1.100,11.800,-0.800,1.00,11.600,-0.900,27.900,233.700,0.800,9.100,2.600,-3.300,18.00
Baltimore County,2016,831374,35,319,1498,2564,3695,17763,2070,27944,4416,15.800,23528,84.200,3361.2,531.2,2830.0,4.2,38.4,180.2,308.4,444.4,2136.6,249.0,3.900,-2.200,5.100,3.700,-2.400,4.900,9.100,-4.700,-2.00,-2.600,2.800,4.100,16.700
